,score,phase,subject,round,block1,block2,block3,dim1,dim2,dim3,dim4,X,dim1_choice_value,dim1_category,Y,dim2_choice_value,dim2_category,Z,dim3_choice_value,dim3_category,T,dim4_choice_value,dim4_category
2695,55.0,P2,nov0702,4,"[3121, 3333, 3212]","[2113, 2322, 2231]","[1311, 1132, 1223]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 2, 2, 2, 1, 1, 1)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,389.259,0.0,333,223.33300000000003,34.074,111
2696,63.0,P2,nov0702,5,"[3311, 3122, 1221]","[2323, 3233, 1113]","[2131, 2212, 1332]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 2, 1, 2, 3, 1, 3, 3)","(1, 3, 3, 1, 2, 3, 1, 2, 2)","(1, 1, 2, 3, 3, 3, 1, 2, 2)",223.33300000000003,34.074,111,33.703,44.444,122,12.963000000000001,23.704,122,341.85200000000003,52.593,223
2697,76.0,P2,nov0702,6,"[1312, 2113, 3211]","[3333, 1131, 2232]","[1223, 3122, 2321]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,454.815,65.556,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
2698,54.0,P2,nov0702,7,"[1113, 1331, 1222]","[3312, 3233, 3121]","[2323, 2132, 2211]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,454.815,65.556,333,223.33300000000003,34.074,111
2699,77.0,P2,nov0702,8,"[1313, 1222, 3211]","[2321, 3123, 2112]","[2233, 1131, 3332]","(2, 2, 3, 1, 1, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",12.222000000000001,22.963,122,348.148,58.889,223,34.444,45.185,122,223.33300000000003,34.074,111
2700,54.0,P2,nov0702,9,"[3121, 2211, 1331]","[3313, 1223, 2133]","[1112, 2322, 3232]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,454.815,65.556,333
2701,85.0,P2,nov0702,10,"[2111, 3212, 3123]","[2322, 1313, 3331]","[2233, 1132, 1221]","(1, 1, 2, 3, 3, 3, 1, 2, 2)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(2, 3, 3, 1, 2, 3, 1, 1, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",341.85200000000003,52.593,223,46.666,57.407,122,0.0,10.741,122,223.33300000000003,34.074,111
2702,52.0,P2,nov0702,11,"[3313, 2321, 2133]","[1332, 1111, 2212]","[3231, 1223, 3122]","(1, 3, 3, 1, 2, 3, 1, 2, 2)","(1, 2, 3, 1, 1, 3, 2, 2, 3)","(2, 2, 3, 1, 1, 2, 1, 3, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)",12.963000000000001,23.704,122,25.185000000000002,35.926,122,113.703,24.444,222,14.443999999999999,25.185,122
2703,76.0,P2,nov0702,12,"[2111, 1312, 3213]","[2232, 3331, 1133]","[3122, 1221, 2323]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,454.815,65.556,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
2704,56.0,P2,nov0702,13,"[2311, 3112, 1332]","[3323, 1121, 2133]","[3231, 1213, 2222]","(1, 3, 3, 1, 1, 3, 2, 2, 2)","(1, 1, 3, 2, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 2, 1, 3, 3, 1, 2, 3)",314.815,25.556,223,34.444,45.185,122,223.33300000000003,34.074,111,32.222,42.963,122
2705,65.0,P2,nov0702,14,"[1312, 3213, 3321]","[1123, 2111, 1231]","[2333, 3132, 2222]","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 3, 3, 1, 1, 2, 2, 2, 3)","(1, 2, 3, 1, 1, 3, 2, 2, 3)",3.333,14.074,122,46.666,57.407,122,116.29599999999999,27.037,222,25.185000000000002,35.926,122
2706,68.0,P2,nov0702,15,"[3112, 2311, 3221]","[1322, 3333, 1213]","[2123, 2232, 1131]","(1, 2, 3, 2, 3, 3, 1, 1, 2)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(2, 3, 3, 1, 1, 3, 1, 2, 2)","(1, 1, 2, 2, 3, 3, 1, 2, 3)",20.0,30.741,122,46.666,57.407,122,101.852,12.593,222,43.333,54.074,122
2707,54.0,P2,nov0702,16,"[3311, 2121, 1231]","[3132, 2212, 1322]","[3223, 2333, 1113]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,459.259,70.0,333
2708,55.0,P2,nov0702,17,"[3332, 2122, 1212]","[1323, 3113, 2233]","[2311, 1131, 3221]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 3, 3, 3, 1, 1, 1)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,415.92600000000004,26.667,333
2709,74.0,P2,nov0702,18,"[1113, 2211, 3223]","[3312, 1321, 2333]","[2122, 1232, 3131]","(1, 2, 2, 3, 3, 3, 1, 1, 2)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 3, 3, 1, 2, 3, 1, 2, 2)",328.889,39.63,223,46.666,57.407,122,223.33300000000003,34.074,111,12.963000000000001,23.704,122
2710,57.0,P2,nov0702,19,"[1211, 1323, 1132]","[3222, 3331, 3113]","[2121, 2233, 2312]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,454.815,65.556,333,223.33300000000003,34.074,111
2711,32.0,P2,nov0702,20,"[3131, 1233, 2332]","[1321, 1112, 2211]","[3313, 3222, 2123]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 1, 1, 2, 1, 2, 2)","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 2, 3, 1, 1, 2, 2, 3, 3)",223.33300000000003,34.074,111,292.963,3.704,223,26.665999999999997,37.407,122,26.665999999999997,37.407,122
2712,70.0,P2,nov0702,21,"[2313, 1211, 1322]","[2121, 3223, 3112]","[2232, 1133, 3331]","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",3.333,14.074,122,348.148,58.889,223,43.333,54.074,122,223.33300000000003,34.074,111
2713,22.0,P2,nov0702,22,"[3313, 2331, 1322]","[3221, 2212, 1233]","[3132, 1111, 2123]","(3, 3, 3, 2, 2, 2, 1, 1, 1)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",389.259,0.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111
2714,100.0,P2,nov0702,23,"[1212, 3111, 2122]","[3223, 2313, 1133]","[3332, 2231, 1321]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 2, 3, 3, 3, 1, 1, 2)",46.666,57.407,122,46.666,57.407,122,223.33300000000003,34.074,111,328.889,39.63,223
2715,34.0,P1,nov0703,1,"[313, 332, 223]","[231, 111, 133]","[212, 321, 122]","(1, 2, 3, 1, 3, 3, 1, 2, 2)","(2, 3, 3, 1, 1, 3, 1, 2, 2)","(2, 3, 3, 1, 1, 2, 1, 2, 3)",,21.852000000000004,32.593,122,101.852,12.593,222,3.333,14.074,122,,,
2716,89.0,P1,nov0703,2,"[131, 221, 311]","[212, 122, 332]","[233, 113, 323]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111,,,
2717,21.0,P1,nov0703,3,"[133, 223, 313]","[112, 232, 322]","[211, 121, 331]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 2, 2, 2, 1, 1, 1)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,389.259,0.0,333,223.33300000000003,34.074,111,,,
2718,33.0,P1,nov0703,4,"[213, 333, 123]","[232, 311, 112]","[131, 221, 322]","(1, 2, 3, 1, 1, 3, 2, 2, 3)","(3, 3, 3, 1, 2, 2, 1, 1, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,25.185000000000002,35.926,122,291.111,1.852,223,223.33300000000003,34.074,111,,,
2719,89.0,P1,nov0703,5,"[312, 211, 222]","[132, 121, 331]","[233, 323, 113]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 2, 1, 1, 2, 3, 3, 3)","(2, 2, 3, 1, 1, 3, 1, 2, 3)",,43.333,54.074,122,337.03700000000003,47.778,223,12.222000000000001,22.963,122,,,
2720,67.0,P1,nov0703,6,"[132, 312, 222]","[231, 321, 111]","[333, 213, 123]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 1, 1, 1, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,425.92600000000004,36.667,333,223.33300000000003,34.074,111,,,
2721,53.0,P1,nov0703,7,"[232, 111, 323]","[312, 221, 133]","[331, 213, 122]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,,,
2722,75.0,P1,nov0703,8,"[312, 122, 131]","[232, 321, 211]","[223, 113, 333]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 2, 1, 1, 2, 3, 3, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,337.03700000000003,47.778,223,34.444,45.185,122,,,
2723,75.0,P1,nov0703,9,"[332, 311, 222]","[121, 112, 231]","[133, 323, 213]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 2, 1, 1, 2, 3, 3, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)",,223.33300000000003,34.074,111,337.03700000000003,47.778,223,3.333,14.074,122,,,
2724,81.0,P1,nov0703,10,"[332, 321, 211]","[222, 112, 131]","[233, 313, 123]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)",,223.33300000000003,34.074,111,348.148,58.889,223,3.333,14.074,122,,,
2725,68.0,P1,nov0703,11,"[322, 121, 132]","[231, 311, 212]","[333, 113, 223]","(2, 2, 3, 1, 1, 3, 1, 2, 3)","(1, 2, 2, 1, 1, 2, 3, 3, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)",,12.222000000000001,22.963,122,337.03700000000003,47.778,223,34.444,45.185,122,,,
2726,83.0,P1,nov0703,12,"[331, 322, 111]","[212, 221, 132]","[313, 123, 233]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)",,223.33300000000003,34.074,111,348.148,58.889,223,14.443999999999999,25.185,122,,,
2727,89.0,P1,nov0703,13,"[111, 321, 122]","[332, 212, 231]","[313, 223, 133]","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)",,32.222,42.963,122,348.148,58.889,223,34.444,45.185,122,,,
2728,75.0,P1,nov0703,14,"[131, 311, 332]","[212, 122, 221]","[233, 323, 113]","(1, 3, 3, 1, 2, 2, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)",,14.443999999999999,25.185,122,348.148,58.889,223,14.443999999999999,25.185,122,,,
2729,53.0,P1,nov0703,15,"[112, 121, 133]","[322, 331, 313]","[211, 223, 232]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)",,223.33300000000003,34.074,111,223.33300000000003,34.074,111,454.815,65.556,333,,,
2730,77.0,P1,nov0703,16,"[131, 311, 232]","[322, 112, 221]","[333, 213, 123]","(1, 3, 3, 1, 2, 2, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,14.443999999999999,25.185,122,348.148,58.889,223,223.33300000000003,34.074,111,,,
2731,69.0,P1,nov0703,17,"[121, 331, 132]","[312, 222, 211]","[233, 113, 323]","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)",,3.333,14.074,122,348.148,58.889,223,34.444,45.185,122,,,
2732,89.0,P1,nov0703,18,"[321, 111, 231]","[312, 222, 132]","[213, 123, 333]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111,,,
2733,64.0,P1,nov0703,19,"[122, 232, 331]","[221, 111, 312]","[133, 323, 213]","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 2, 2, 1, 1, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,3.333,14.074,122,337.03700000000003,47.778,223,223.33300000000003,34.074,111,,,
2734,81.0,P1,nov0703,20,"[131, 321, 211]","[122, 232, 223]","[113, 333, 312]","(1, 2, 3, 2, 2, 3, 1, 1, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)",,21.481,32.222,122,357.778,68.519,223,24.814999999999998,35.556,122,,,
2735,100.0,P1,nov0703,21,"[121, 311, 112]","[231, 213, 222]","[133, 323, 332]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 2, 2, 2, 1, 3, 3)",,46.666,57.407,122,46.666,57.407,122,335.92600000000004,46.667,223,,,
2736,56.0,P2,nov0703,1,"[2213, 2132, 2321]","[1111, 1333, 3123]","[3312, 3231, 1222]","(2, 2, 2, 1, 1, 3, 1, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 1, 3, 2, 2, 3)","(1, 2, 3, 1, 3, 3, 1, 2, 2)",322.592,33.333,223,223.33300000000003,34.074,111,25.185000000000002,35.926,122,21.852000000000004,32.593,122
2737,53.0,P2,nov0703,2,"[2231, 1311, 3121]","[1222, 3332, 2112]","[2323, 1133, 3213]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,459.259,70.0,333
2738,54.0,P2,nov0703,3,"[1112, 3232, 2322]","[1333, 2213, 3123]","[2131, 1221, 3311]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 3, 3, 3, 1, 1, 1)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,415.92600000000004,26.667,333
2739,56.0,P2,nov0703,4,"[1223, 2113, 3333]","[2322, 1132, 3212]","[3121, 1311, 2231]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 2, 2, 2, 1, 1, 1)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,389.259,0.0,333
2740,43.0,P2,nov0703,5,"[1221, 2131, 3122]","[3233, 1113, 2323]","[3311, 2212, 1332]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 3, 1, 2, 3, 1, 1, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 2, 3, 3, 3, 1, 2, 2)",223.33300000000003,34.074,111,10.370000000000001,21.111,122,46.666,57.407,122,341.85200000000003,52.593,223
2741,54.0,P2,nov0703,6,"[3333, 2113, 1223]","[2232, 3122, 1312]","[1131, 3211, 2321]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 2, 2, 2, 1, 1, 1)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,389.259,0.0,333
2742,68.0,P2,nov0703,7,"[2323, 1113, 3312]","[3233, 2132, 1222]","[1331, 2211, 3121]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)","(2, 3, 3, 2, 2, 3, 1, 1, 1)",223.33300000000003,34.074,111,43.333,54.074,122,14.443999999999999,25.185,122,298.148,8.889,223
2743,62.0,P2,nov0703,8,"[1222, 2112, 3123]","[1313, 2233, 3332]","[1131, 2321, 3211]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(2, 2, 3, 2, 3, 3, 1, 1, 1)",223.33300000000003,34.074,111,32.222,42.963,122,43.333,54.074,122,307.03700000000003,17.778,223
2744,47.0,P2,nov0703,9,"[3121, 2211, 3313]","[1331, 3232, 2322]","[1223, 1112, 2133]","(2, 3, 3, 1, 2, 3, 1, 1, 2)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 3, 2, 3, 3, 1, 1, 2)","(1, 1, 3, 1, 2, 2, 2, 3, 3)",0.0,10.741,122,43.333,54.074,122,20.0,30.741,122,137.778,48.519,222
2745,69.0,P2,nov0703,10,"[2322, 1132, 1313]","[3212, 2233, 3123]","[2111, 3331, 1221]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)","(2, 2, 3, 2, 3, 3, 1, 1, 1)",43.333,54.074,122,223.33300000000003,34.074,111,14.443999999999999,25.185,122,307.03700000000003,17.778,223
2746,56.0,P2,nov0703,11,"[3122, 2212, 3313]","[2133, 1223, 1332]","[3231, 2321, 1111]","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 3, 2, 3, 3, 1, 1, 1)",3.333,14.074,122,43.333,54.074,122,223.33300000000003,34.074,111,307.03700000000003,17.778,223
2747,47.0,P2,nov0703,12,"[1133, 2323, 3122]","[3213, 2232, 1312]","[2111, 3331, 1221]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 3, 1, 1, 3, 1, 2, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)","(2, 3, 3, 2, 2, 3, 1, 1, 1)",223.33300000000003,34.074,111,12.222000000000001,22.963,122,34.444,45.185,122,298.148,8.889,223
2748,26.0,P2,nov0703,13,"[3323, 2133, 1332]","[1121, 2222, 3231]","[2311, 3112, 1213]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 3, 3, 2, 2, 3, 1, 1, 1)","(1, 3, 3, 1, 2, 2, 1, 2, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)",223.33300000000003,34.074,111,298.148,8.889,223,14.443999999999999,25.185,122,3.333,14.074,122
2749,35.0,P2,nov0703,14,"[2222, 3132, 2333]","[1123, 1312, 3213]","[1231, 3321, 2111]","(2, 2, 3, 1, 1, 3, 1, 2, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 3, 2, 3, 3, 1, 1, 1)",12.222000000000001,22.963,122,3.333,14.074,122,223.33300000000003,34.074,111,307.03700000000003,17.778,223
2750,53.0,P2,nov0703,15,"[1322, 3112, 2232]","[2123, 3333, 1213]","[3221, 2311, 1131]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 3, 3, 3, 1, 1, 1)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,415.92600000000004,26.667,333
2751,54.0,P2,nov0703,16,"[3132, 2212, 1322]","[2121, 1231, 3311]","[3223, 2333, 1113]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 1, 1, 1, 3, 3, 3)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,425.92600000000004,36.667,333
2752,72.0,P2,nov0703,17,"[1212, 2122, 1323]","[3332, 2233, 3113]","[2311, 1131, 3221]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 3, 2, 3, 3, 1, 1, 1)",43.333,54.074,122,32.222,42.963,122,223.33300000000003,34.074,111,307.03700000000003,17.778,223
2753,69.0,P2,nov0703,18,"[3312, 1232, 1113]","[2122, 3223, 2333]","[3131, 2211, 1321]","(1, 1, 3, 2, 2, 3, 1, 2, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 3, 2, 3, 3, 1, 1, 1)",34.444,45.185,122,34.444,45.185,122,223.33300000000003,34.074,111,307.03700000000003,17.778,223
2754,44.0,P2,nov0703,19,"[1132, 3222, 2233]","[1323, 3113, 2312]","[2121, 1211, 3331]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(2, 2, 3, 2, 3, 3, 1, 1, 1)",223.33300000000003,34.074,111,3.333,14.074,122,32.222,42.963,122,307.03700000000003,17.778,223
2755,64.0,P2,nov0703,20,"[2332, 1112, 1233]","[3313, 2123, 3222]","[1321, 2211, 3131]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 3, 2, 3, 3, 1, 1, 1)",43.333,54.074,122,14.443999999999999,25.185,122,223.33300000000003,34.074,111,307.03700000000003,17.778,223
2756,40.0,P2,nov0703,21,"[3112, 3223, 3331]","[1322, 1133, 1211]","[2232, 2121, 2313]","(3, 3, 3, 1, 1, 1, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",394.815,5.556,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111
2757,87.0,P2,nov0703,22,"[3313, 2212, 1111]","[3221, 1322, 2123]","[3132, 1233, 2331]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
2758,82.0,P2,nov0703,23,"[1212, 2313, 3223]","[1321, 2122, 3111]","[3332, 1133, 2231]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(2, 2, 3, 1, 1, 3, 1, 2, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)",223.33300000000003,34.074,111,348.148,58.889,223,12.222000000000001,22.963,122,3.333,14.074,122
2759,82.0,P2,nov0703,24,"[3312, 1111, 2213]","[2122, 3221, 1232]","[2331, 3133, 1323]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)",223.33300000000003,34.074,111,357.778,68.519,223,24.814999999999998,35.556,122,24.814999999999998,35.556,122
2760,75.0,P2,nov0703,25,"[3111, 2312, 1213]","[1132, 3333, 3222]","[2123, 2231, 1321]","(1, 2, 3, 1, 3, 3, 1, 2, 2)","(1, 1, 1, 2, 3, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 2, 2, 3, 1, 1, 3)",21.852000000000004,32.593,122,356.29600000000005,67.037,223,223.33300000000003,34.074,111,21.481,32.222,122
2761,88.0,P2,nov0703,26,"[3311, 2213, 1112]","[2332, 2121, 1323]","[3222, 1231, 3133]","(1, 2, 3, 1, 2, 2, 1, 3, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 3, 3, 1, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",24.814999999999998,35.556,122,357.778,68.519,223,21.852000000000004,32.593,122,223.33300000000003,34.074,111
